date,consumer_discretionary_avg,consumer_staples_avg,energy_avg,financials_avg,health_care_avg,industrials_avg,information_technology_avg,materials_avg,real_estate_avg,telecommunication_services_avg,utilities_avg
2000-05-05,35.050418853759766,34.458213806152344,38.49951934814453,52.787254333496094,46.451358795166016,44.862300872802734,70.35225677490234,38.00437545776367,29.76217269897461,48.470001220703125,31.674230575561523
2000-05-08,34.73038101196289,34.98821258544922,38.94612121582031,53.24274444580078,46.41529846191406,42.59709930419922,67.5833969116211,37.9635009765625,29.71424102783203,48.67500305175781,32.1046142578125
2000-05-09,34.72269058227539,35.36610794067383,38.704959869384766,52.771766662597656,45.97153854370117,42.49810028076172,65.57430267333984,37.89149856567383,29.60251808166504,48.13999938964844,32.0180778503418
2000-05-10,34.32078170776367,35.73482131958008,38.6020393371582,51.70137405395508,45.120121002197266,41.82175064086914,61.37969970703125,37.61662673950195,29.126033782958984,49.380001068115234,32.12230682373047
2000-05-11,34.97987365722656,36.37339401245117,39.866920471191406,50.713138580322266,45.6468391418457,42.72930145263672,63.63930130004883,38.35162353515625,29.306724548339844,50.150001525878906,32.68115234375
2000-05-12,34.8751106262207,35.85410690307617,40.25659942626953,51.47980499267578,45.94908142089844,43.009220123291016,64.30940246582031,38.242191314697266,29.277069091796875,48.91999816894531,32.297691345214844
2000-05-15,35.52290725708008,36.29314422607422,41.01551818847656,53.38705825805664,46.122859954833984,43.354698181152344,65.84716033935547,38.83700180053711,29.29717254638672,50.529998779296875,32.856536865234375
2000-05-16,35.95923614501953,36.38500213623047,40.65092086791992,53.37705993652344,46.659759521484375,43.875953674316406,68.79290008544922,38.99774932861328,29.533552169799805,50.470001220703125,32.48884582519531
2000-05-17,35.165199279785156,36.02653503417969,40.821598052978516,52.43901824951172,45.82072067260742,43.59389877319336,67.90335845947266,38.763126373291016,29.397241592407227,49.779998779296875,31.858461380004883
2000-05-18,34.96696472167969,36.053001403808594,40.732398986816406,53.20137405395508,45.513641357421875,43.23749923706055,66.4188003540039,38.51750183105469,29.248620986938477,49.06500244140625,32.325767517089844
2000-05-19,34.249053955078125,35.71064376831055,40.641319274902344,52.11568832397461,44.687660217285156,42.565399169921875,63.71295928955078,38.43550109863281,29.0187931060791,47.65999984741211,32.50038528442383
2000-05-22,34.02345275878906,35.87232208251953,40.21352005004883,53.008235931396484,44.077980041503906,42.04035186767578,63.61320114135742,38.63887405395508,28.86244773864746,47.404998779296875,32.97230911254883
2000-05-23,33.61920166015625,35.68010711669922,40.285438537597656,53.56784439086914,43.68904113769531,41.827552795410156,58.66740036010742,38.475250244140625,28.617931365966797,46.310001373291016,32.653076171875
2000-05-24,33.2348747253418,36.14589309692383,40.0536003112793,54.58529281616211,44.43474197387695,42.30500030517578,60.96615982055664,38.51902389526367,28.503206253051758,47.345001220703125,32.87461471557617
2000-05-25,32.894474029541016,35.60749816894531,39.705440521240234,53.3441162109375,44.332061767578125,41.62735366821289,58.5844612121582,37.47212600708008,28.333206176757812,46.345001220703125,32.60807800292969
2000-05-26,32.455909729003906,35.818965911865234,39.5786018371582,53.67333221435547,44.02561950683594,40.985050201416016,58.30649948120117,36.80587387084961,28.310792922973633,47.15999984741211,33.039615631103516
2000-05-30,33.4200553894043,35.97285842895508,40.09492111206055,54.63176345825195,45.5081787109375,41.79905319213867,63.63399887084961,37.001773834228516,28.427345275878906,48.404998779296875,32.71769332885742
